title,total_sales,Publisher,Developer,Platform,Japan_sales,Na_sales,Other_sales,Pal_sales
The Evil Within,0.87,Bethesda Softworks,Tango Gameworks,Play Station ,0.13,0.27,0.12,0.35
Paper Mario: Color Splash,0.87,Nintendo,Intelligent Systems,WiiU,0.08,0.35,0.06,0.37
Cooking Mama: World Kitchen,0.87,Majesco,Cooking Mama Limited,Wii,0.01,0.51,0.08,0.27
GRID,0.87,Codemasters,Codemasters,X box,0.01,0.33,0.09,0.44
Red Faction: Guerrilla,0.87,THQ,Volition Inc.,X box,0.01,0.48,0.09,0.29
Mario Party: Star Rush,0.87,Nintendo,"Nd Cube Co., Ltd.",Nintendo,0.2,0.25,0.05,0.37
Brothers In Arms: Hell's Highway,0.87,Ubisoft,Gearbox Software,X box,0,0.47,0.09,0.3
Vagrant Story,0.87,Square EA,SquareSoft,Play Station ,0.3,0.3,0.06,0.2
Warriors Orochi,0.87,KOEI,Omega Force,Play Station ,0.64,0.11,0.03,0.09
Mercenaries 2: World in Flames,0.87,Electronic Arts,Pandemic Studios,Play Station ,0.02,0.29,0.16,0.4
Endless Ocean: Blue World,0.87,Nintendo,Arika,Wii,0.12,0.46,0.06,0.22
Wii Fit U,0.86,Nintendo,Nintendo,WiiU,0.21,0.35,0.06,0.24
Final Fantasy X / X-2 HD Remaster,0.86,Square Enix,Square Enix,Play Station,0.28,0.16,0.13,0.29
Beijing 2008,0.86,Sega,Eurocom Entertainment Software,Play Station ,0.01,0.14,0.17,0.54
Winning Eleven: Pro Evolution Soccer 2007,0.86,Konami,Konami Computer Entertainment Tokyo,Play Station,0.12,0.01,0.01,0.72
BioShock: The Collection,0.86,2K Games,"Blind Squirrel Digital, Inc",Play Station ,0.03,0.41,0.14,0.28
Gold's Gym: Dance Workout,0.86,Ubisoft,Land Ho!,Wii,0,0.69,0.07,0.1
Dynasty Warriors 4: Xtreme LegenNintendo,0.86,KOEI,Omega Force,Play Station ,0.51,0.17,0.04,0.13
Kingdoms of Amalur: Reckoning,0.85,Electronic Arts,38 Studios,Play Station ,0.09,0.37,0.1,0.29
Thief,0.85,Square Enix,Eidos Montreal,Play Station ,0.03,0.28,0.13,0.41
2010 FIFA World Cup South Africa,0.85,EA Sports,EA Canada,X box,0.02,0.32,0.09,0.42
Ninja Gaiden Sigma 2,0.85,Tecmo Koei,Team Ninja,Play Station ,0.08,0.52,0.1,0.16
Street Fighter Alpha 2,0.85,Capcom,Capcom,Play Station ,0.57,0.14,0.06,0.09
Dragon Ball Z: Burst Limit,0.85,Atari,Dimps Corporation,Play Station ,0.18,0.22,0.12,0.34
Castlevania III: Dracula's Curse,0.85,Konami,Konami,Nintendo,0.37,0.4,0.01,0.07
Army of Two: The 40th Day,0.85,Electronic Arts,EA Montreal,Play Station ,0.01,0.44,0.13,0.27
Farming Simulator 17,0.85,Focus Home Interactive,Giants Software,Play Station ,0.01,0.19,0.13,0.52
LEGO Jurassic World,0.85,Warner Bros. Interactive Entertainment,TT Fusion,Nintendo,0.04,0.35,0.07,0.39
The House of the Dead: Overkill,0.85,Sega,HeaNintendotrong Games,Wii,0.02,0.44,0.09,0.3
Street Fighter EX3,0.85,Capcom,Arika,Play Station ,0.2,0.32,0.08,0.25
Darksiders II,0.85,THQ,Vigil Games,Play Station ,0.01,0.35,0.13,0.37
Sniper Elite V2,0.84,505 Games,Rebellion Developments,X box,0.02,0.46,0.08,0.28
Xenoblade Chronicles X,0.84,Nintendo,Monolith Soft,WiiU,0.15,0.34,0.06,0.29
NBA 2K10,0.84,2K Sports,Visual Concepts,Play Station ,0.01,0.75,0.07,0.01
Sid Meier's Civilization Revolution,0.83,2K Games,Firaxis Games,X box,0,0.58,0.07,0.17
Harvest Moon: Tree of Tranquility,0.82,Natsume,Runtime,Wii,0.06,0.67,0.05,0.03
Clu Clu Land,0.82,Nintendo,Nintendo R&D1,Nintendo,0.28,0.42,0.02,0.1
Skate 2,0.84,Electronic Arts,EA Black Box,Play Station ,0.01,0.46,0.12,0.25
The Lord of the Rings: War in the North,0.82,Warner Bros. Interactive,Snowblind Studios,Play Station ,0.01,0.25,0.12,0.43
Patapon,0.82,Sony Computer Entertainment,Pyramid/JAPAN Studio,Play Station,0.07,0.33,0.17,0.25
ZombiU,0.84,Ubisoft,Ubisoft Montpellier,WiiU,0.05,0.35,0.07,0.37
The Crew 2,0.82,Ubisoft,Ivory Tower,Play Station ,0.05,0.22,0.12,0.42
Pro Evolution Soccer 2016,0.82,Konami Digital Entertainment,PES Productions,Play Station ,0.14,0.14,0.1,0.43
The Walking Dead: A Telltale Games Series,0.82,Telltale Games,Telltale Games,Play Station ,0.03,0.4,0.14,0.25
Rogue Galaxy,0.84,Sony Computer Entertainment,Level 5,Play Station ,0.39,0.24,0.05,0.16
Professor Layton vs Ace Attorney,0.82,Nintendo,Level 5,Nintendo,0.3,0.2,0.04,0.27
Street Fighter X Tekken,0.84,Capcom,Capcom,Play Station ,0.1,0.42,0.1,0.22
Tales of Destiny II,0.81,Namco,Telenet Japan / Wolfteam,Play Station ,0.66,0.06,0.05,0.04
Forza Horizon 2,0.83,Microsoft Studios,Sumo Digital,X box,0,0.35,0.07,0.41
DmC Devil May Cry,0.81,Capcom,Ninja Theory,Play Station ,0.19,0.24,0.1,0.29
Shaun White Snowboarding,0.81,Ubisoft,Ubisoft Montreal,X box,0,0.48,0.08,0.25
Time Crisis 4,0.83,Namco Bandai,Bandai Namco Games,Play Station ,0.05,0.32,0.14,0.32
Dynasty Warriors 2,0.83,KOEI,Omega Force,Play Station ,0.34,0.24,0.06,0.19
Stranglehold,0.83,Midway Games,Midway Games,X box,0.01,0.41,0.09,0.33
Metal Gear Solid V: The Phantom Pain,0.83,Konami Digital Entertainment,Kojima Productions,X box,0.02,0.49,0.07,0.25
Dragon Age II,0.83,Electronic Arts,BioWare Corp.,Play Station ,0.05,0.4,0.12,0.26
FIFA Soccer World Championship,0.83,EA Sports,EA Sports,Play Station ,0.28,0.27,0.07,0.21
Brute Force,0.83,Microsoft Game Studios,Digital Anvil,X box,0.01,0.62,0.03,0.18
Sniper: Ghost Warrior,0.83,City Interactive,City Interactive,Play Station ,0.04,0.3,0.14,0.35
Mega Man LegenNintendo,0.83,Capcom,Capcom,Play Station ,0.12,0.39,0.05,0.26
Dragon Ball: Raging Blast 2,0.83,Namco Bandai,Spike,Play Station ,0.11,0.43,0.1,0.19
Mega Man,0.81,Capcom,Capcom,Nintendo,0.27,0.45,0.01,0.08
Pro Evolution Soccer 2010,0.81,Konami,Konami,X box,0.03,0.12,0.08,0.58
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.81,Square Enix,Square Enix,Play Station ,0.39,0.21,0.07,0.14
Need for Speed Rivals,0.81,Electronic Arts,Ghost Games,X box,0.01,0.38,0.07,0.35
Final Fantasy XI: Wings of the Goddess,0.81,Square Enix,Square Enix,Play Station ,0.09,0.35,0.09,0.27
Golden Sun: Dark Dawn,0.81,Nintendo,Camelot Software Planning,Nintendo,0.13,0.53,0.05,0.1
Deca Sports 2,0.8,HuNintendoon Soft,HuNintendoon Soft,Wii,0.09,0.31,0.07,0.34
DiRT 2,0.8,Codemasters,Codemasters,X box,0,0.32,0.09,0.39
Pro Evolution Soccer 2010,0.8,Konami,Konami,Play Station,0.2,0.09,0.18,0.33
Mario & Sonic at the Sochi 2014 Olympic Winter Games,0.8,Nintendo,Sega Sports R&D,WiiU,0.14,0.37,0.06,0.23
Personal Trainer: Walking,0.78,Nintendo,Creatures Inc.,Nintendo,0.17,0.22,0.07,0.32
Naruto Shippuden: Ultimate Ninja Storm 2,0.78,Namco Bandai,CyberConnect2,X box,0.01,0.43,0.07,0.27
Tom Clancy's Splinter Cell: Double Agent,0.78,Ubisoft,Ubisoft Shanghai,X box,0.01,0.67,0.06,0.04
Sid Meier's Civilization Revolution,0.78,2K Games,Firaxis Games,Play Station ,0.01,0.49,0.09,0.19
F1 2016,0.78,Codemasters,Codemasters,Play Station ,0.03,0.07,0.11,0.56
Rare Replay,0.78,Microsoft Studios,Rare Ltd.,X box,0.01,0.42,0.07,0.27
Need for Speed: ProStreet,0.78,Electronic Arts,EA Black Box,Play Station,0.01,0.24,0.19,0.33
Hitman,0.78,Square Enix,IO Interactive,Play Station ,0.06,0.24,0.11,0.36
Resident Evil: Operation Raccoon City,0.77,Capcom,Slant Six Games,X box,0.03,0.55,0.06,0.14
Ghost Squad,0.77,Sega,Polygon Magic,Wii,0.08,0.42,0.07,0.21
PES 2009: Pro Evolution Soccer,0.8,Konami,Konami,Play Station,0.26,0.04,0.17,0.33
Dragon's Dogma,0.79,Capcom,Capcom,X box,0.07,0.42,0.06,0.24
Assassin's Creed The Ezio Collection,0.79,Ubisoft,Ubisoft,Play Station ,0.02,0.14,0.12,0.52
Pro Evolution Soccer 2011,0.79,Konami,Konami,Play Station,0.29,0.05,0.16,0.3
Dead Island: Riptide,0.79,Deep Silver,Techland,X box,0.01,0.44,0.07,0.27
Darksiders II,0.79,THQ,Vigil Games,X box,0,0.45,0.07,0.27
NBA 2K16,0.79,2K Sports,Visual Concepts,Play Station ,0.05,0.49,0.13,0.12
Mega Man 5,0.79,Capcom,Capcom,Nintendo,0.32,0.39,0.01,0.07
Dance Dance Revolution SuperNOVA 2,0.79,Konami,Konami Computer Entertainment Tokyo,Play Station ,0.02,0.64,0.1,0.03
Armored Core 2,0.79,Agetec,From Software,Play Station ,0.23,0.28,0.07,0.22
The Godfather II,0.79,Electronic Arts,EA Redwood Shores,X box,0.01,0.47,0.08,0.23
Final Fantasy XIV: A Realm Reborn,0.79,Square Enix,Square Enix,Play Station ,0.08,0.35,0.12,0.23
MadWorld,0.78,Sega,PlatinumGames,Wii,0.02,0.45,0.07,0.24
Destiny: The Collection,0.78,Activision,Bungie,Play Station ,0.02,0.24,0.12,0.4
Too Human,0.78,Microsoft Game Studios,Silicon Knights,X box,0.03,0.38,0.08,0.3
The Sims 3,0.77,Electronic Arts,The Sims Studio,Nintendo,0.03,0.3,0.07,0.38
Tetris Party Deluxe,0.77,Majesco,"Tetris Online, Inc",Nintendo,0.12,0.28,0.07,0.3
Dragon Ball: Raging Blast,0.77,Namco Bandai,Spike,Play Station ,0.11,0.37,0.1,0.19
Need for Speed: Undercover,0.77,Electronic Arts,Piranha Games,Play Station,0.03,0.23,0.19,0.32
Donkey Kong Country 3,0.77,Nintendo,Rare Ltd.,GBA,0.14,0.45,0.01,0.17
Persona 4 Arena,0.77,Atlus,Arc System Works,Play Station ,0.24,0.32,0.08,0.12
Pokémon Dash,0.77,Nintendo,Ambrella,Nintendo,0.38,0.21,0.04,0.14
Lego Marvel Super Heroes,0.76,Warner Bros. Interactive Entertainment,Traveller's Tales,WiiU,0.03,0.31,0.06,0.36
Formula 1,0.76,Sony Computer Entertainment,Bizarre Creations,Play Station ,0.42,0.18,0.05,0.12
Resident Evil: Revelations,0.76,Capcom,Capcom,Play Station ,0.22,0.14,0.09,0.32
Pro Evolution Soccer 2015,0.76,Konami Digital Entertainment,PES Productions,Play Station ,0.12,0.09,0.1,0.45
Banjo-Kazooie: Nuts & Bolts,0.76,Microsoft Game Studios,Rare Ltd.,X box,0,0.32,0.08,0.35
Street Fighter Alpha: Warriors' Dreams,0.76,Capcom,Capcom,Play Station ,0.43,0.17,0.05,0.11
Mega Man Battle Network 6: Cybeast Falzar / Gregar,0.76,Capcom,Capcom,GBA,0.62,0.09,0.02,0.03
PokéPark 2: Wonders Beyond,0.76,Nintendo,Creatures Inc.,Wii,0.27,0.26,0.04,0.19
Marvel vs. Capcom 2,0.76,Capcom,Capcom,Play Station ,0.13,0.31,0.08,0.24
Lost Planet 2,0.76,Capcom,Capcom,X box,0.08,0.38,0.06,0.24
True Crime: New York City,0.76,Activision,Luxoflux,Play Station ,0.07,0.57,0.09,0.02
Kane & Lynch: Dead Men,0.76,Eidos Interactive,IO Interactive,X box,0.01,0.36,0.08,0.31
Quantum Break,0.76,Microsoft Studios,Remedy Entertainment,X box,0.02,0.42,0.07,0.25
Dark Souls II,0.75,Namco Bandai Games,From Software,X box,0.01,0.49,0.07,0.19
Ratchet & Clank Collection,0.75,Sony Computer Entertainment,Idol MinNintendo,Play Station ,0.02,0.47,0.12,0.14
LEGO City Undercover,0.75,Warner Bros. Interactive Entertainment,TT Fusion,Play Station ,0.01,0.17,0.12,0.46
Genji: Days of the Blade,0.75,Sony Computer Entertainment,Game Republic,Play Station ,0.06,0.18,0.14,0.38
Mega Man X5,0.75,Capcom,Capcom,Play Station ,0.2,0.3,0.05,0.21
Pro Evolution Soccer 2018,0.75,Konami Digital Entertainment,Konami Digital Entertainment,Play Station ,0.19,0.12,0.09,0.36
Fire Emblem Echoes: Shadows of Valentia,0.75,Nintendo,Intelligent Systems,Nintendo,0.21,0.34,0.05,0.16
Kane & Lynch: Dead Men,0.75,Eidos Interactive,IO Interactive,Play Station ,0.01,0.29,0.13,0.32
Pro Evolution Soccer 2017,0.75,Konami Digital Entertainment,PES Productions,Play Station ,0.18,0.08,0.09,0.41
Zone of the Enders,0.75,Konami,Konami Computer Entertainment Japan,Play Station ,0.13,0.3,0.08,0.24
BorderlanNintendo: The Pre-Sequel,0.75,2K Games,Unknown,X box,0.01,0.48,0.07,0.19
Street Fighter EX Plus Alpha,0.75,Capcom,Arika,Play Station ,0.23,0.28,0.05,0.19
FIFA 19,0.75,Electronic Arts,EA Sports,Nintendo,0.06,0.18,0.05,0.47
Need for Speed: Shift,0.75,Electronic Arts,Slightly Mad Studios,Play Station,0.01,0.16,0.21,0.38
Capcom vs. SNK 2: Mark of the Millennium 2001,0.75,Capcom,Capcom,Play Station ,0.3,0.22,0.06,0.17
Turok,0.75,Touchstone,Propaganda Games,X box,0.01,0.46,0.07,0.2
Ace Combat: Assault Horizon,0.74,Namco Bandai,Project ACES,Play Station ,0.22,0.3,0.07,0.16
The Godfather II,0.74,Electronic Arts,EA Redwood Shores,Play Station ,0.01,0.41,0.1,0.21
Yu-Gi-Oh! Dungeon Dice Monsters,0.74,Konami,Konami,GBA,0.15,0.42,0.01,0.16
Red Faction: Guerrilla,0.74,THQ,Volition Inc.,Play Station ,0.02,0.33,0.12,0.27
WarioWare: Twisted!,0.74,Nintendo,Intelligent Systems,GBA,0.5,0.16,0.02,0.06
Tales of Vesperia,0.74,Namco Bandai,Namco Tales Studio,X box,0.19,0.32,0.05,0.18
Resonance of Fate,0.74,Sega,tri-Ace,Play Station ,0.24,0.2,0.08,0.22
Sonic Forces,0.74,Sega,Sonic Team,Nintendo,0.01,0.39,0.06,0.27
Naruto Shippuden: Ultimate Ninja Storm Generations,0.74,Namco Bandai Games,CyberConnect2,Play Station ,0.14,0.27,0.09,0.25
Harvest Moon: Animal Parade,0.74,Natsume,Marvelous Interactive,Wii,0.02,0.58,0.05,0.08
Brink,0.73,Bethesda Softworks,Splash Damage,Play Station ,0.01,0.29,0.12,0.32
Split/Second,0.73,Disney Interactive Studios,Black Rock Studio,Play Station ,0.01,0.31,0.11,0.3
FIFA: Road to World Cup 98,0.73,EA Sports,EA Canada,Play Station ,0.46,0.14,0.05,0.09
Final Fantasy XIII-2,0.73,Square Enix,Square Enix,X box,0.02,0.36,0.06,0.29
Classic NES Series: Donkey Kong,0.73,Nintendo,Nintendo,GBA,0.17,0.4,0.01,0.15
Star Ocean: The Last Hope International,0.73,Square Enix,tri-Ace,Play Station ,0.22,0.28,0.07,0.15
Katamari Damacy,0.73,Namco,Namco,Play Station ,0.17,0.47,0.08,0.02
Harvest Moon Nintendo: Island of Happiness,0.72,Natsume,Marvelous Interactive,Nintendo,0.25,0.43,0.04,0.01
Monster Hunter Generations Ultimate,0.72,Capcom,Capcom,Nintendo,0.27,0.27,0.04,0.14
NBA Live 08,0.72,Electronic Arts,EA Canada,Play Station ,0.01,0.59,0.1,0.02
Kirby: Canvas Curse,0.72,Nintendo,HAL Laboratory,Nintendo,0.32,0.36,0.03,0
NBA Live 09,0.72,Electronic Arts,EA Canada,X box,0,0.51,0.07,0.14
The LEGO Movie Videogame,0.72,Warner Bros. Interactive Entertainment,TT Fusion,Nintendo,0.05,0.28,0.05,0.33
Blur,0.72,Activision,Bizarre Creations,Play Station ,0.02,0.22,0.12,0.37
Mobile Suit Gundam: Encounters in Space,0.72,Bandai,Bandai,Play Station ,0.61,0.05,0.01,0.04
F1 2011,0.72,Codemasters,Codemasters Birmingham,X box,0.01,0.11,0.09,0.5
Deus Ex: Mankind Divided,0.72,Square Enix,Eidos Montreal,Play Station ,0.01,0.25,0.12,0.34
Skate,0.71,Electronic Arts,EA Black Box,X box,0,0.62,0.06,0.03
DiRT 3,0.71,Codemasters,Codemasters,X box,0.01,0.23,0.07,0.4
Resident Evil: Survivor,0.71,Capcom,Capcom Production Studio 2,Play Station ,0.29,0.23,0.05,0.15
Astro Bot Rescue Mission,0.71,Sony Interactive Entertainment,SIE Japan Studio,Play Station ,0.02,0.22,0.11,0.36
SoulCalibur VI,0.71,Bandai Namco Games,Project Soul,Play Station ,0.04,0.44,0.12,0.11
Yu-Gi-Oh! The Falsebound Kingdom,0.71,Konami,Konami,GC,0.07,0.49,0.02,0.13
The LEGO Movie Videogame,0.71,Warner Bros. Interactive Entertainment,TT Fusion,Play Station ,0.01,0.26,0.11,0.32
Blast Corps,0.71,Nintendo,Rare Ltd.,Nintendo,0.17,0.39,0.06,0.09
Monster Hunter 3 Ultimate,0.71,Capcom,Capcom,WiiU,0.22,0.24,0.04,0.2
"WarioWare, Inc.: Mega Party Game$",0.71,Nintendo,Nintendo R&D1,GC,0.44,0.2,0.02,0.05
SSX,0.71,EA Sports,EA Canada,X box,0,0.38,0.06,0.26
Battle Arena Toshinden 2,0.71,Playmates,Tamsoft,Play Station ,0.41,0.15,0.05,0.1
Dynasty Warriors 6,0.71,KOEI,Omega Force,Play Station ,0.41,0.18,0.04,0.07
Catherine,0.71,Atlus,Atlus,Play Station ,0.2,0.3,0.06,0.15
Plants vs Zombies: Garden Warfare,0.71,Electronic Arts,PopCap Games,X box,0,0.39,0.06,0.25
Ace Attorney Investigations: Miles Edgeworth,0.7,Capcom,Capcom,Nintendo,0.3,0.23,0.04,0.14
Mario & Sonic at the Rio 2016 Olympic Games,0.7,Nintendo,Arzest,Nintendo,0.28,0.1,0.03,0.29
Chocobo's Dungeon 2,0.7,Square EA,SquareSoft,Play Station ,0.58,0.04,0.05,0.03
Marvel vs. Capcom: Infinite,0.7,Capcom,Capcom,Play Station ,0.04,0.36,0.11,0.19
Ape Escape: On the Loose,0.7,Sony Computer Entertainment,SIMS,Play Station,0.12,0.52,0.05,0.01
James Bond 007: Blood Stone,0.7,Activision,Bizarre Creations,Play Station ,0.02,0.18,0.12,0.37
Mobile Suit Gundam: Journey to Jaburo,0.7,Bandai,Bandai,Play Station ,0.36,0.16,0.04,0.13
Monster Hunter Stories,0.7,Capcom,Marvelous,Nintendo,0.39,0.14,0.03,0.15
Driver: San Francisco,0.7,Ubisoft,Ubisoft Reflections,X box,0,0.25,0.07,0.37
Classic NES Series: Zelda II: The Adventure of Link,0.7,Nintendo,Nintendo EAD,GBA,0.17,0.37,0.01,0.14
Metal Gear Solid: Portable Ops Plus,0.69,Konami,Kojima Productions,Play Station,0.26,0.26,0.17,0.01
The Evil Within,0.69,Bethesda Softworks,Tango Gameworks,X box,0,0.36,0.06,0.27
The Sly Collection,0.69,Sony Computer Entertainment,Sanzaru Games,Play Station ,0.01,0.52,0.08,0.08
Prince of Persia: The Forgotten SanNintendo,0.69,Ubisoft,Ubisoft Montreal,Play Station ,0.01,0.19,0.12,0.36
Fortnite,0.69,Warner Bros. Interactive Entertainment,Epic Games,Nintendo,0.01,0.38,0.06,0.24
Dark Souls II: Scholar of the First Sin,0.69,Namco Bandai Games,From Software,Play Station ,0.09,0.27,0.1,0.23
Mario Party: The Top 100,0.69,Nintendo,"Nd Cube Co., Ltd.",Nintendo,0.24,0.23,0.04,0.17
F1 2015,0.68,Codemasters,Codemasters Birmingham,Play Station ,0.04,0.1,0.1,0.45
Test Drive Unlimited 2,0.68,Atari,Eden Studios,X box,0,0.3,0.06,0.32
Hot Shots Golf: Open Tee 2,0.68,Sony Computer Entertainment,Clap Hanz,Play Station,0.28,0.21,0.08,0.11
Rayman LegenNintendo,0.68,Ubisoft,Ubisoft Montpellier,WiiU,0.03,0.25,0.05,0.35
Rune Factory 4,0.68,Xseed Games,Neverland Company,Nintendo,0.22,0.4,0.05,0.01
Bushido Blade 2,0.68,Square EA,Light Weight,Play Station ,0.22,0.25,0.04,0.17
Suikoden II,0.68,Konami,Konami,Play Station ,0.38,0.15,0.04,0.1
BorderlanNintendo 2,0.68,2K Games,Gearbox Software,Play Station,0.01,0.33,0.16,0.18
Tourist Trophy: The Real Riding Simulator,0.68,Sony Computer Entertainment,Polyphony Digital,Play Station ,0.11,0.28,0.07,0.22
METRO Redux,0.68,Deep Silver,4a-games,Play Station ,0.05,0.22,0.1,0.31
.hack//Mutation Part 2,0.68,Bandai,CyberConnect2,Play Station ,0.2,0.23,0.06,0.18
The Last Story,0.68,Xseed Games,Mistwalker Corporation / AQ Interactive,Wii,0.18,0.31,0.05,0.13
Spider-Man 3,0.67,Activision,Treyarch,Play Station ,0.02,0.26,0.11,0.29
Lollipop Chainsaw,0.67,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,Play Station ,0.11,0.27,0.08,0.21
Diablo III: Eternal Collection,0.67,Blizzard Entertainment,Blizzard Entertainment,Nintendo,0.01,0.38,0.06,0.22
Armored Core 3,0.67,Agetec,From Software,Play Station ,0.23,0.22,0.06,0.17
Turok,0.67,Touchstone,Propaganda Games,Play Station ,0.01,0.35,0.1,0.21
Wild ARMs 2,0.67,Sony Computer Entertainment,Media.Vision,Play Station ,0.31,0.19,0.04,0.13
Tom Clancy's EndWar,0.67,Ubisoft,Ubisoft Shanghai,Play Station ,0.01,0.33,0.11,0.22
LEGO Marvel Super Heroes 2,0.67,Warner Bros. Interactive Entertainment,Traveller's Tales,Nintendo,0.01,0.31,0.06,0.29
Final Fantasy Crystal Chronicles: Ring of Fates,0.66,Square Enix,Square Enix,Nintendo,0.42,0.22,0.02,0.01
Plants vs Zombies: Garden Warfare,0.66,Electronic Arts,PopCap Games,Play Station ,0.01,0.22,0.11,0.32
2014 FIFA World Cup Brazil,0.66,EA Sports,EA Canada,Play Station ,0.01,0.15,0.1,0.4
Castlevania: LorNintendo of Shadow,0.66,Konami,Mercury Steam,X box,0.01,0.42,0.05,0.17
FIFA 15,0.66,EA Sports,EA Canada,Play Station,0.06,0.09,0.13,0.38
The LEGO Movie Videogame,0.66,Warner Bros. Interactive Entertainment,TT Fusion,WiiU,0.03,0.33,0.05,0.24
Freedom Wars,0.66,Sony Computer Entertainment,SCE Japan Studio,Play Station,0.32,0.15,0.08,0.1
Fist of the North Star: Ken's Rage,0.66,Tecmo Koei,Tecmo Koei Games,Play Station ,0.55,0.06,0.01,0.03
Plants vs Zombies: Garden Warfare,0.66,Electronic Arts,PopCap Games,Play Station ,0.01,0.24,0.11,0.3
Suikoden IV,0.66,Konami,Konami Computer Entertainment Tokyo,Play Station ,0.3,0.17,0.05,0.13
Um Jammer Lammy,0.66,Sony Computer Entertainment,NanaOn-Sha,Play Station ,0.41,0.12,0.04,0.08
Shaun White Snowboarding,0.66,Ubisoft,Ubisoft Montreal,Play Station ,0.01,0.31,0.1,0.24
Wario: Master of Disguise,0.65,Nintendo,Suzak,Nintendo,0.33,0.28,0.03,0.02
Dead or Alive 5,0.65,Tecmo Koei,Team Ninja,Play Station ,0.21,0.23,0.07,0.15
F-Zero GX,0.65,Nintendo,Amusement Vision,GC,0.12,0.41,0.02,0.11
Yoshi Topsy-Turvy,0.65,Nintendo,Artoon,GBA,0.3,0.25,0.01,0.09
BorderlanNintendo: The Pre-Sequel,0.65,2K Games,Unknown,Play Station ,0.05,0.28,0.1,0.22
Crafting Mama,0.65,Majesco,Cooking Mama Limited,Nintendo,0.01,0.39,0.05,0.2
World of Dragon Warrior - Torneko: The Last Hope,0.65,Enix,ChunSoft,Play Station ,0.58,0.02,0.04,0.01
007: Quantum of Solace,0.65,Activision,Beenox,Wii,0.01,0.29,0.07,0.28
Need for Speed: Undercover,0.65,Electronic Arts,EA Vancouver,Wii,0,0.27,0.07,0.31
Tales of Berseria,0.65,Namco Bandai Games,Namco Bandai Games,Play Station ,0.26,0.22,0.07,0.1
Yakuza Zero,0.65,Sega,Sega,Play Station ,0.19,0.22,0.08,0.16
LEGO City Undercover,0.65,Warner Bros. Interactive Entertainment,TT Fusion,Nintendo,0.03,0.23,0.05,0.33
Star Ocean: First Departure,0.65,Square Enix,TOSE Software,Play Station,0.22,0.2,0.09,0.14
One Piece: Burning Blood,0.65,Namco Bandai Games,Spike Chunsoft,Play Station ,0.09,0.21,0.09,0.26
Batman: Return to Arkham,0.64,Warner Bros. Interactive Entertainment,Rocksteady Studios,Play Station ,0.01,0.15,0.1,0.39
Sengoku Basara: Samurai Heroes,0.64,Capcom,Capcom,Play Station ,0.4,0.17,0.02,0.04
New Play Control! Pikmin,0.64,Nintendo,Nintendo EAD,Wii,0.19,0.28,0.04,0.13
Dragon Ball: Raging Blast 2,0.64,Namco Bandai,Spike,X box,0.01,0.49,0.05,0.09
Castlevania,0.64,Konami,KCEK,Nintendo,0.04,0.44,0.05,0.1
Dead Island: Riptide,0.64,Deep Silver,Techland,Play Station ,0.07,0.26,0.1,0.21
LittleBigPlanet 3,0.64,Sony Computer Entertainment,Sumo Digital,Play Station ,0.01,0.2,0.1,0.33
Onimusha: Dawn of Dreams,0.64,Capcom,Capcom,Play Station ,0.34,0.15,0.04,0.12
Lost Planet: Extreme Condition,0.64,Capcom,Capcom,Play Station ,0.07,0.31,0.08,0.17
White Knight Chronicles II,0.63,D3 Publisher,Level 5,Play Station ,0.27,0.23,0.04,0.09
NBA Live 08,0.63,Electronic Arts,EA Canada,Play Station ,0.01,0.56,0.05,0.02
LEGO The Incredibles,0.63,Warner Bros. Interactive Entertainment,Traveller's Tales,Nintendo,0.01,0.35,0.06,0.21
Super Castlevania IV,0.63,Konami,Konami,SNES,0.25,0.32,0.01,0.05
Ape Escape 2,0.63,Ubisoft,SCE Japan Studio,Play Station ,0.38,0.12,0.03,0.09
Shin Megami Tensei: Persona 3 FES,0.63,Atlus,Atlus,Play Station ,0.16,0.22,0.05,0.2
FIFA Soccer,0.63,EA Sports,EA Canada,Play Station,0.02,0.16,0.09,0.35
Tony Hawk's Project 8,0.63,Activision,Neversoft Entertainment,Play Station ,0.01,0.3,0.1,0.23
NieR,0.63,Square Enix,Cavia Inc.,Play Station ,0.2,0.17,0.07,0.19
Test Drive Unlimited 2,0.63,Atari,Eden Studios,Play Station ,0.01,0.16,0.11,0.35
Kinect Sports Rivals,0.62,Microsoft Studios,Rare Ltd.,X box,0.02,0.3,0.05,0.25
Wild ARMs 3,0.62,Sony Computer Entertainment,Media.Vision,Play Station ,0.29,0.16,0.04,0.13
Donkey Kong Barrel Blast,0.62,Nintendo,Paon Corporation,Wii,0.11,0.19,0.06,0.26
